start	end	text
778	10704	perché poi il problema è che è chiaro, non vado a pagare con la carta, perché non voglio rischiare, io non c'è solo di cercare.
10724	20329	Allora dico vabbè vado a prelepare, probabilmente ci sono andato anche adesso, poi il radegnamento l'ho fatto col banco, ma non ti vuole dare solda.
21190	26212	Il problema è che non è bloccato il conto, io ti sto dicendo, l'affetto è blocco conto, ma non è bloccato.
28422	55354	e tutto funziona rettamente, non c'è stato limiterato, non c'è studiamento di spesa, non c'è... lui ha controllato tutto, e mi sono sentito tutto l'attivista, che è anche a nessuno che stava partendo... e lui ha controllato tutto, ha trovato tutto bene, e quindi
56969	79541	però qui domani, domani poi non ci sarà l'errore, ci sarà un altro operatore che mi vuole spiegare l'ottore del mondo, lo spinisco perché c'è tanta, cioè arriva lì alla fine fa tutti i controlli e mi dirà la stessa cosa, c'è la possibilità di tenere una traccia di quello che ci stia dicendo così almeno lui te la regge prima no?
80540	105668	Non c'è niente che te la fare, va a fare le stesse cose che fa, scusate, le sfini di tutta, le sfini di tutta, le sfini di tutta, le sfini di tutta, le sfini di tutta, le sfini di tutta, le sfini di tutta, le sfini di tutta, le sfini di tutta, le sfini di tutta, le sfini di tutta, le sfini di tutta, le sfini di tutta, le sfini di tutta, le sfini di tutta, le sfini di tutta, le sfini di tutta, le sfini di tutta, le sfini di tutta, le sfini di tutta, le sfini di tutta, le sfini di tutta, le sfini di tutta, le sfini di tutta, le sfini di tutta, le sfini di tutta, le sfini di tutta, le sfini di tutta, le sfini
107172	133465	la unica cosa che mi resta è la cattivienica che poi alla fine tutti quanti mi hanno mandato e detto che c'è la cattivienica mi sono reso la spesa non mi dà i soldi ma poi puoi entrare in filiale con la macchina in realtà non è tanto di cambiare la macchina ci stiamo spostando la filiale
134145	135786	Ah, e sapete già!
136807	139229	Allora vi stavi sabotando a posto?
139389	145333	No, infatti, ho detto che stavamo lì, ma ormai stiamo diventando i miei cimini prima, cioè andiamo a prendere i caffè con l'operatore.
145393	153019	Ho fatto... E tu senti, mi stanno riprendendo questi missaggi, stavamo cambiando la filiale, cioè, me l'hanno già fatto!
154080	158103	Io avevo una filiale che mi hanno spostato da Roccia, l'avevo mia.
158123	160885	A un certo punto,
161578	164259	Sto arrivando io, la mia vita fu via.
164279	167580	E mi hanno spostato.
168100	176783	Adesso di nuovo mi sento e dico dai, ma di nuovo mi stanno spostando, non mi risulta.
177023	180404	E come cazzo è che mi riservo tutte le comunicazioni?
181104	182344	Questo è il mio suo minacce.
182545	183965	Non è possibile.
190984	201754	un po' le strategie che metterebbero, cioè non provi con un altro bacco, a questere che abbia finito l'episodio, però giriamo
202948	204429	Cambierò banco e tutte le cose.
204490	210655	Questa è un banco poveretto, ma c'è la struttura, non c'è la poveretta.
211676	213457	Che banca c'ha qua, è giusto per evitare.
213497	216160	No, no, non il banco tipo Visa.
224787	226810	Il problema è che non intende, non si chiama intesa
244226	252308	mi fa preoccupare perché già stavo pensando di cambiarla per alcuni motivi ma adesso praticamente vado a trovare un felice
267167	268729	Bebba anche con i bobiteri!
282942	291010	e poi c'è il quattro fioratori e c'è un team di lavori.
291050	292952	Ma mai hai conosciuto tutto il team?
293813	297256	No perché come c'è il GPT quando è riapre un'altra conversazione è lì.
297376	299098	Ne parliamo?
301734	304637	Non è che stai parlando di un'intelligenza generativa.
304838	305779	No, quella è la difficile.
305879	308101	Non ha capito niente.
320177	323360	Dammi, dammi l'operatore.
323420	325662	Cioè muoviti anche.
325702	335070	La prima volta già ti ricordo il problema, siamo andati in crash, mi hai detto mi arrendo, perché cazzo vuoi?
335210	336251	Cazzo non me lo chiedi?
336752	339334	Cazzo mi chiedi una cosa che non ti pare?
341876	362447	le volte di giù se lo sparo e mi manda, dammi lo piatto diretto proprio si ma c'è la fila, c'erano tempi da scoprire evidentemente non sei l'unico... quei jingle, quei, quei... io provo a prelevare questo qua vabbè io ho detto due, non c'erano le poste te, quindi sono al posto vado
364121	366661	Mi faccio sempre con un bancomat, quindi l'unica cosa che mi può fare è fare la figura.
366781	370362	E' il mio controllo di sé.
370382	371802	E' il mio controllo di sé.
371882	373123	Sì, esatto, esatto.
374123	379244	Ma io ho pagato prima con un bambino, poi con un bambino e poi sono andato a spazio.
379264	386525	Però io mi sono messo pure la carta sul telefono, quindi una volta mi è successo che il bambino può fare un bambino e non l'altro andava.
386605	389965	Vestrappenti non incontra, metti il bambino e metto il bambino.
389985	390566	Io posso farlo.
390606	391986	Questo è il bambino di genica.
394097	398821	E poi dopo il terzo tentativo è l'unica cosa che ti resta da fare, no?
399021	405226	Occina di quel pollo, occina di solo, no?
405266	407629	Labo e niente, sai.
407669	408309	Chi usa Chrome?
410011	412813	Quale account, no?
412853	415876	Ah, è per l'accesso di account, però.
420692	425474	Così usa la carota di... Stai scimmata... Io però faccio un mal registro.
425534	426535	Stai scimmata a pulire.
426815	427435	Non la sali?
428015	428095	No.
428115	430156	Io per comodità sì.
431377	434118	Cioè nel senso... Non mi sembrava perfetta.
434238	435559	Ah sì?
435599	439900	Poi se la vedo sempre registrata, ma io perché quando ho iniziato a fare cromo non mi ha registrato.
440041	445003	No, perché poi lui ti chiede se non vuoi salvare la prima volta che ti ha insegnato la pasta con lecche e che non vi sono.
445083	445783	Vuoi ridicitare?
445803	448404	Ma tu sai che non ha salvato la pasta con lecche?
448564	449805	Allora, questo non mi vuole.
450868	456392	io so che non è una delle migliori, voi se ne fate però è scomodo non è il nostro questo?
456792	461715	no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no
477194	477954	che successe?
478074	488277	non è giusto, è successo è passato l'usetto e è fatto quel colpeggio quindi, fatte bè, l'ultimo è stato veramente il migliore, vuole un'altra?
489537	489697	chi?
490217	491738	l'ultimo è la tua, no?
491758	492098	raga aiuto
505259	507364	Non voglio fare la ricotta dei denti.
507444	509850	Io vi faccio vici.
519514	520355	Ma quando ho portato la bomba lì, è solo.
541127	542348	No, no, possiamo parlare da 5 io vado a 8
565026	565767	all'interno di 5 km che doveva andare
579522	583303	quando eravamo dopo i 10-15 non correndo, camminando anche un mio amico, da piccolino mi ha convinto
613061	620423	io non ne riesco a fare venti ma guarda, in realtà, se ti metti là, prendo piano di fare ma di cosa?
620483	640609	chilometri di cosi ah la prima volta ne fai uno, la seconda volta ne fai più avanti io lo scherzo, quelle sono un po' più leggeri che le cani no, ma non è noia qua, per le cani, cioè mi piace tantissimo ti corri ma non mi piace tanto, non ti risculpiamo davanti a un canestro che non si fa niente sì, va bene
645885	653573	Ti do un consiglio, quando vuoi usare questo, fai io una macro, e poi ti metto una macro, schiavo.
668482	671523	Così ti disattivi e la disattivi quando vuoi.
671543	676084	No, dopo parliamo se... Mi vedi?
676124	678124	No, non lo so, non lo so.
678184	684485	No, perché fortunatamente ci sono i banchi qua che ci possiamo metterli qua come faccio.
684666	688826	Perché molte volte facevo un tavolo di merda per fare.
689166	692687	Tipo io ero sempre l'ostruzione che non era attaccato, però vincere.
692707	695888	No, si vede che hai un bel braccio.
712310	712610	Tanzo?
713291	713771	Sì, mio.
713791	715111	Ti abbiamo indurito, ti senti?
715692	720834	Lo so, non avevo molti amici da piccolo, quindi mi piaceva vedere.
720894	722315	E mia si è attaccata a questa risata.
724036	726357	Ora che gli amici, che c'entra la tua amica?
726637	730819	E quindi quando, cioè, da piccolo far vedere avevo questa risata.
731379	732040	Mi è rimasta.
732440	733901	Ah, risata, mi vedi?
733921	734501	È una profegia.
734681	736482	Ah, per farti vedere?
736542	738663	Quanto pare.
738703	739283	Poi io non so.
739383	740964	Tanzo, stavo scherzando.
745953	748235	Non mi consiglio a non raccontare questo.
748375	752978	No, infatti preferisco rimanere un po'... Nell'ombra?
753278	755299	No, no, trasparente nel senso.
755480	764206	Un po' di salva pulisco.
765266	765627	Eh?
765727	767148	Un po' di salva pulisco.
767168	768709	Sì, sì, va bene, ogni tanto ci stai.
776425	776926	Ti hanno gli equibiglioni?
777006	777106	Ah, ok.
777146	777546	La colazione?
777566	778667	C'è questo e non metti niente.
798780	800101	Poi se devi debaggare, tu lo metti a uno, e lui usa questa defusione.
800121	800741	E che non si usa?
800781	803263	Ma doveva prendere una bottiglia d'acqua?
803323	805185	Ah, ho capito.
805285	806265	Ah, sì, sì.
806465	811909	E' una funzione che puoi mettere a qualsiasi cosa.
811929	812350	No, non c'è?
812370	812530	No, sì.
823631	824832	la vicenda, le manate e la caccia.
824892	827134	Ho visto scaviglia, credo che sia andata bene.
827154	828555	No, scaviglia si è andata bene.
828615	829996	Ha detto che non si è andata bene.
830056	831537	Si è andata bene.
831577	832177	Si è andata bene.
832577	833558	Si è andata bene.
833598	836280	Si è andata bene.
836320	836940	Si è andata bene.
849329	855433	È un po' difficile non vedere il Gokubo, la missione periferica.
855453	855974	C'è come così?
870434	875656	Basta metterti qui, in questa posizione non ti vedo, però ti sento.
876596	879777	Ma non perché ti vorrei farlo, perché ti sposto.
879917	886259	Proprio uno spostamento dalle, mi viene freddo.
886299	887200	Vabbè, siete sei?
887220	887200	3, 3, 6.
888840	893142	Niente, li prendiamo in pratica, quelli che l'hanno visto in tre giorni.
895826	899427	Allora, il riparimento l'hai stato sempre volendo, no?
900087	902328	Grazie, è un po' bello per tirarti.
902728	903348	Di nuovo?
903769	904189	Ancora.
906229	908010	Abbiamo capito, vinciamolo.
908470	916553	Andiamo un attimo su... C'è, c'è, da un po'.
919053	919674	Coprendo come...
